,ID,Pay Rate
1497,82542,89.13
1498,48920,140.36
1499,51029,180.63
1500,29006,96.40
1501,17283,63.47
1502,12034,71.17
1503,79379,86.69
1504,28297,78.95
1505,97282,109.16
1506,79669,148.21
1507,26413,121.71
1508,87553,77.08
1509,64889,54.36
1510,23023,115.97
1511,45134,165.41
1512,20638,99.58
1513,70588,146.44
1514,43072,179.05
1515,47838,77.17
1516,60815,81.79
1517,75952,147.43
1518,87508,126.10
1519,89646,112.92
1520,87975,114.59
1521,16408,117.40
1522,25042,172.28
1523,10766,140.25
1524,96188,118.28
1525,79981,128.87
1526,15263,97.84
1527,40313,110.90
1528,57311,72.99
1529,84351,110.23
1530,69323,133.51
1531,52069,56.20
1532,19946,57.36
1533,57593,61.50
1534,16029,95.00
1535,83281,77.85
1536,99266,59.48
1537,20227,173.25
1538,91520,152.78
1539,36050,87.50
1540,23170,92.92
1541,49920,120.21
1542,53784,57.36
1543,92996,118.27
1544,92348,114.93
1545,97384,125.66
1546,58889,82.56
1547,98167,61.58
1548,60670,160.41
1549,17357,131.46
1550,37227,48.51
1551,28783,98.51
1552,92182,42.83
1553,91334,42.13
1554,89871,126.05
1555,73160,82.53
1556,73712,135.01
1557,75419,40.11
1558,57448,130.58
1559,86236,87.18
1560,59809,102.21
1561,64103,72.33
1562,41015,106.99
1563,13531,101.00
1564,58285,125.14
1565,80661,21.47
1566,35161,60.30
1567,59125,32.75
1568,71870,143.56
1569,77019,70.66
1570,17542,156.06
1571,21729,79.47
1572,54093,108.55
1573,72888,106.70
1574,78360,151.08
1575,47175,73.17
1576,68149,80.22
1577,41589,104.83
1578,77804,79.63
1579,82972,131.78
1580,70351,106.62
1581,83052,144.70
1582,37520,87.83
1583,51263,117.41
1584,81498,130.61
1585,97798,88.33
1586,66494,35.73
1587,50654,108.13
1588,71869,35.99
1589,83460,91.42
1590,96006,40.79
1591,81160,48.90
1592,77837,111.85
1593,58531,84.60
1594,80166,146.66
1595,19934,105.63
1596,71616,36.21
1597,79122,57.35
1598,65381,79.86
1599,64708,115.05
1600,14328,84.32
1601,75942,105.40
1602,77706,120.06
1603,39453,140.13
1604,80184,135.82
1605,75377,102.04
1606,80030,125.53
1607,49821,51.01
1608,13350,173.60
1609,51497,80.88
1610,44157,93.04
1611,28187,50.55
1612,87494,69.86
1613,35136,95.29
1614,89154,83.03
1615,35754,165.14
1616,60161,144.68
1617,79692,138.32
1618,58101,85.35
1619,72555,134.77
1620,64994,77.59
1621,39096,56.47
1622,23363,104.40
1623,20205,75.94
1624,39842,91.33
1625,41390,109.36
1626,93359,107.30
1627,81412,81.13
1628,11776,122.92
1629,20246,59.50
1630,27794,85.76
1631,69164,123.90
1632,52997,170.32
1633,44647,120.62
1634,19801,71.33
1635,85279,81.85
1636,25270,102.89
1637,54295,122.96
1638,73982,52.47
1639,56018,73.80
1640,80650,80.51
1641,32537,138.42
1642,96882,58.03
1643,92816,111.93
1644,69216,113.03
1645,47664,114.81
1646,98185,118.57
1647,13843,124.22
1648,34792,108.19
1649,30382,130.48
1650,57685,146.70
1651,69802,146.93
1652,44697,151.87
1653,33073,87.40
1654,91453,169.56
1655,12187,70.56
1656,47100,37.63
1657,17107,149.51
1658,72508,127.98
1659,63827,115.57
1660,15434,162.69
1661,55303,57.57
1662,45032,124.84
1663,89483,66.58
1664,29034,143.83
1665,99518,169.15
1666,99617,175.25
1667,97851,81.73
1668,79502,94.63
1669,75215,122.37
1670,14789,99.47
1671,77178,77.43
1672,18954,149.34
1673,35705,156.29
1674,88102,45.19
1675,22147,66.66
1676,57642,143.11
1677,76832,187.00
1678,82041,129.54
1679,32806,139.25
1680,87724,82.18
1681,60562,101.03
1682,85048,155.57
1683,57302,181.63
1684,53635,96.45
1685,44129,96.63
1686,58640,49.68
1687,10611,105.03
1688,67464,65.55
1689,87353,50.07
1690,67109,93.32
1691,16083,158.46
1692,84774,65.68
1693,52141,126.18
1694,56671,60.01
1695,17280,41.51
1696,93882,115.23
1697,67839,131.91
1698,82056,67.55
1699,81326,110.92
1700,77293,77.81
1701,61991,92.35
1702,52237,114.40
1703,21521,91.51
1704,21337,114.91
1705,12708,50.16
1706,53286,137.13
1707,58780,118.30
1708,24076,89.50
1709,35425,161.80
1710,17178,121.11
1711,71041,63.53
1712,25511,167.24
1713,80839,91.90
1714,59749,55.65
1715,59072,95.30
1716,32369,130.08
1717,67616,35.79
1718,51524,59.18
1719,12666,98.17
1720,77340,103.37
1721,69882,79.00
1722,77776,80.94
1723,91924,102.53
1724,23080,181.78
1725,96855,148.18
1726,83431,68.97
1727,27787,126.40
1728,19289,116.72
1729,87784,113.46
1730,27116,113.18
1731,38424,135.93
1732,98880,80.84
1733,22795,70.89
1734,52695,85.07
1735,19124,149.38
1736,69191,97.37
1737,92942,96.57
1738,30217,54.97
1739,52084,132.89
1740,91339,113.30
1741,75571,114.50
1742,58681,89.84
1743,45187,79.78
1744,71544,178.66
1745,99074,56.98
1746,77367,117.55
1747,68191,169.06
1748,42995,134.81
1749,72232,106.82
1750,27998,156.35
1751,14616,53.01
1752,25293,110.65
1753,13562,152.23
1754,87292,126.30
1755,54879,119.80
1756,70966,132.06
1757,59992,110.86
1758,17166,157.13
1759,98449,62.77
1760,51773,144.94
1761,95157,124.63
1762,41431,118.63
1763,70707,61.54
1764,49831,97.61
1765,29844,152.23
1766,27097,97.43
1767,91195,139.74
1768,50369,143.07
1769,54162,74.47
1770,20970,105.14
1771,72939,152.13
1772,24241,116.18
1773,48230,73.21
1774,16436,89.64
1775,88393,62.17
1776,39325,119.86
1777,30262,88.45
1778,64055,73.93
1779,10081,79.02
1780,29209,82.07
1781,49502,75.50
1782,83433,77.71
1783,57110,81.24
1784,11106,129.16
1785,76914,119.42
1786,17746,77.39
1787,20911,49.62
1788,27492,98.22
1789,53816,135.30
1790,29763,164.42
1791,77616,164.66
1792,26798,72.53
1793,38228,154.57
1794,27499,185.84
1795,96866,113.63
1796,71145,29.26
1797,33740,119.98
1798,42750,136.90
1799,80604,40.64
1800,64680,112.53
1801,84623,42.37
1802,68417,101.71
1803,87657,72.06
1804,26815,109.41
1805,49383,55.88
1806,19296,153.92
1807,24090,121.00
1808,19484,116.29
1809,49659,80.46
1810,34579,165.15
1811,78391,83.99
1812,45303,43.76
1813,99131,91.79
1814,93629,97.63
1815,11165,106.02
1816,43207,98.80
1817,71796,34.50
1818,21616,57.32
1819,86299,114.52
1820,81846,144.75
1821,38179,112.14
1822,44575,108.83
1823,27238,36.52
1824,79543,124.03
1825,71885,120.97
1826,62081,105.24
1827,14420,95.59
1828,14149,127.25
1829,62324,110.51
1830,80497,127.21
1831,38418,108.19
1832,14129,34.43
1833,51020,185.13
1834,71006,179.32
1835,89894,93.11
1836,48321,83.33
1837,92322,97.90
1838,74263,70.56
1839,44431,107.90
1840,94822,131.84
1841,15990,65.01
1842,83232,112.08
1843,78224,110.12
1844,63775,44.03
1845,66892,130.13
1846,47380,90.42
1847,91785,145.93
1848,75324,96.70
1849,58339,147.84
1850,45956,21.73
1851,64188,111.57
1852,31864,112.87
1853,63059,145.60
1854,26746,97.20
1855,42666,110.50
1856,40234,24.22
1857,88767,70.67
1858,94661,109.88
1859,71888,62.96
1860,86641,141.98
1861,73399,49.88
1862,62972,92.79
1863,86184,109.97
1864,61832,116.00
1865,51659,101.22
1866,43037,90.99
1867,24976,66.82
1868,84599,71.54
1869,35170,168.77
1870,83662,77.17
1871,28666,133.59
1872,76417,106.76
1873,37605,100.57
1874,82811,148.11
1875,92682,73.41
1876,90202,107.76
1877,12166,84.82
1878,46465,59.75
1879,84517,173.65
1880,48198,70.84
1881,98910,112.03
1882,85417,83.75
1883,89075,156.21
1884,54116,137.84
1885,79158,69.68
1886,55571,74.20
1887,92615,54.72
1888,54028,118.56
1889,70712,83.96
1890,24777,145.38
1891,99163,133.92
1892,94794,69.50
1893,53844,180.86
1894,64182,101.02
1895,69347,114.80
1896,32289,94.16
1897,11445,138.78
1898,85576,83.94
1899,23966,108.25
1900,64894,69.45
1901,90272,54.81
1902,61767,89.18
1903,27672,192.63
1904,36583,45.92
1905,43160,122.41
1906,60402,139.51
1907,88225,133.15
1908,75111,179.28
1909,51858,94.87
1910,86727,111.66
1911,91927,94.11
1912,38480,57.53
1913,10101,172.72
1914,38271,58.28
1915,38320,112.48
1916,99326,188.54
1917,36105,172.14
1918,44535,136.29
1919,34652,162.27
1920,33491,124.26
1921,93244,43.09
1922,66963,111.39
1923,33171,116.34
1924,38460,120.81
1925,64922,79.40
1926,55973,73.33
1927,83473,148.79
1928,33242,80.37
1929,14917,112.75
1930,77055,125.29
1931,67576,120.15
1932,94360,89.36
1933,42485,178.02
1934,69596,86.40
1935,19155,105.63
1936,56031,44.93
1937,97733,154.16
1938,81530,195.42
1939,36977,23.65
1940,13334,67.56
1941,51936,118.97
1942,69583,97.04
1943,66051,87.91
1944,45518,52.81
1945,23129,109.27
1946,89574,128.35
1947,11599,61.00
1948,73698,171.12
1949,86605,68.74
1950,13659,100.12
1951,25608,135.69
1952,89572,98.07
1953,22236,47.39
1954,72325,120.06
1955,52729,177.51
1956,67583,115.37
1957,65356,67.79
1958,48353,140.55
1959,57171,98.93
1960,99180,185.98
1961,64592,92.88
1962,76465,85.03
1963,69333,99.58
1964,56049,57.74
1965,63573,137.30
1966,19232,91.13
1967,57738,183.08
1968,19110,114.24
1969,43271,143.52
1970,31393,143.03
1971,41935,112.10
1972,39763,105.72
1973,20574,45.34
1974,52034,145.22
1975,64111,93.51
1976,21239,181.47
1977,47187,66.77
1978,71773,94.02
1979,29888,44.66
1980,19893,161.02
1981,21026,142.98
1982,61417,89.77
1983,35329,122.07
1984,24915,36.93
1985,61062,86.64
1986,48046,59.16
1987,49144,79.90
1988,46636,50.40
1989,23083,125.12
1990,50204,114.48
1991,96670,32.64
1992,82074,144.29
1993,80669,120.34
1994,11221,95.32
1995,60376,92.54
1996,83852,91.38
1997,11120,115.33
1998,54426,49.83
1999,99443,41.84
2000,62977,98.99
2001,85875,18.62
2002,31427,188.39
2003,46554,121.39
2004,29095,183.89
2005,86681,157.69
2006,70057,31.43
2007,97789,91.98
2008,45828,164.73
2009,59231,51.68
2010,68503,130.92
2011,37459,99.81
2012,14990,74.95
2013,42480,122.16
2014,53035,107.05
2015,47364,110.68
2016,74643,148.27
2017,46371,87.69
2018,57701,105.75
2019,19579,80.04
2020,24006,134.32
2021,51370,173.90
2022,92352,107.72
2023,47618,124.60
2024,24004,119.68
2025,58504,69.22
2026,16203,123.74
2027,81897,138.68
2028,52845,104.82
2029,14082,22.10
2030,57904,125.40
2031,57857,137.99
2032,41448,102.49
2033,76670,96.53
2034,53924,161.68
2035,24830,164.78
2036,96143,180.30
2037,66172,146.36
2038,50870,81.87
2039,68478,106.03
2040,94091,85.36
2041,95283,99.89
2042,67072,84.00
2043,56177,100.33
2044,54603,83.05
2045,64606,118.39
2046,27346,98.08
2047,46684,130.34
2048,62106,178.30
2049,29109,66.21
2050,62930,126.82
2051,90954,112.27
2052,10650,184.11
2053,83776,43.04
2054,36119,160.25
2055,70248,139.40
2056,84017,53.30
2057,91174,60.92
2058,16516,48.75
2059,37340,128.79
2060,46892,176.75
2061,57313,107.74
2062,18798,165.56
2063,72692,175.63
2064,84197,112.42
2065,65111,58.49
2066,31099,104.76
2067,69940,32.86
2068,38798,169.25
2069,15067,107.73
2070,68036,104.87
2071,30532,103.58
2072,69825,116.17
2073,98630,46.46
2074,96952,131.13
2075,58619,36.72
2076,97374,173.56
2077,20214,132.30
2078,22008,168.59
2079,78699,120.37
2080,52825,87.90
2081,41492,145.82
2082,31033,36.98
2083,63602,138.83
2084,12506,97.38
2085,48460,117.89
2086,48511,152.81
2087,75376,107.28
2088,20727,133.56
2089,40971,66.79
2090,63182,119.33
2091,91183,42.78
2092,60292,75.42
2093,30287,148.23
2094,75710,115.21
2095,19247,114.57
2096,88301,64.07
2097,15895,123.26
2098,77484,53.18
2099,70356,105.35
2100,52650,111.89
2101,99181,96.60
2102,68403,80.08
2103,67408,56.69
2104,71170,136.73
2105,96239,74.59
2106,69436,173.88
2107,46511,87.49
2108,99238,135.91
2109,80262,24.05
2110,93531,171.57
2111,14063,68.31
2112,53920,124.82
2113,14729,40.03
2114,85698,84.81
2115,70882,63.59
2116,96595,163.56
2117,61434,111.04
2118,55123,138.84
2119,66881,58.78
2120,18906,59.70
2121,36850,17.27
2122,13487,142.36
2123,33970,168.65
2124,11377,144.25
2125,44814,55.05
2126,32363,73.09
2127,30672,51.52
2128,10141,136.28
2129,99877,132.14
2130,67921,50.31
2131,47159,86.46
2132,68091,136.24
2133,84314,60.06
2134,54588,185.26
2135,82315,89.53
2136,82742,45.23
2137,22613,90.52
2138,31009,120.42
2139,98609,70.77
2140,62135,97.36
2141,51686,119.13
2142,86213,89.71
2143,86217,96.85
2144,68338,80.03
2145,54505,40.46
2146,72309,120.09
2147,30785,90.40
2148,23207,55.64
2149,25516,108.04
2150,94351,109.30
2151,49914,86.63
2152,88775,120.93
2153,42194,114.30
2154,17782,97.27
2155,57142,71.23
2156,31172,101.49
2157,64057,105.36
2158,13861,184.63
2159,67819,110.61
2160,77555,36.76
2161,52372,120.41
2162,24578,104.30
2163,58405,37.28
2164,63469,26.24
2165,55919,71.61
2166,41623,105.24
2167,29704,76.15
2168,16382,48.29
2169,44170,112.94
2170,84708,125.61
2171,33164,66.04
2172,47253,114.81
2173,51306,46.88
2174,77650,122.24
2175,79011,148.68
2176,29575,121.00
2177,25814,51.19
2178,34659,118.40
2179,22185,97.35
2180,22876,125.17
2181,32693,139.80
2182,26376,170.36
2183,94392,96.00
2184,73806,119.47
2185,22598,154.67
2186,43058,90.96
2187,42333,131.32
2188,88529,168.28
2189,97945,39.33
2190,58351,51.45
2191,66610,145.55
2192,34843,88.40
2193,96760,78.23
2194,55147,177.26
2195,40170,123.57
2196,32660,113.89
2197,63127,82.75
2198,22824,39.36
2199,49487,120.71
2200,91497,109.53
2201,60502,87.88
2202,59747,158.65
2203,59573,39.19
2204,26723,184.72
2205,28715,73.54
2206,89936,145.84
2207,55943,79.86
2208,62299,81.38
2209,95514,97.05
2210,41075,100.89
2211,26729,65.15
2212,66055,120.51
2213,67126,73.45
2214,80501,76.14
2215,69863,58.28
2216,52015,108.37
2217,96883,99.59
2218,65385,87.13
2219,54474,38.54
2220,66094,109.39
2221,48899,117.77
2222,71428,96.71
2223,71805,106.61
2224,81123,173.69
2225,61607,127.96
2226,94486,111.46
2227,89137,68.40
2228,69215,108.99
2229,95970,100.63
2230,56003,76.83
2231,36854,99.78
2232,76641,54.07
2233,99670,81.54
2234,57754,173.01
2235,45214,107.20
2236,83559,14.79
2237,71652,59.92
2238,38505,22.51
2239,11224,82.21
2240,80598,138.17
2241,40010,50.00
2242,69573,139.05
2243,56179,63.46
2244,86447,133.70
2245,71487,26.11
2246,31573,111.12
2247,51318,166.25
2248,37626,122.64
2249,18992,170.33
2250,44523,125.97
2251,40077,172.49
2252,45580,47.06
2253,18652,91.25
2254,92865,163.30
2255,61704,184.15
2256,97259,159.90
2257,49522,136.23
2258,47721,125.27
2259,92678,89.18
2260,14165,62.08
2261,11424,93.43
2262,87864,92.12
2263,31798,147.38
2264,40681,43.43
2265,42385,93.76
2266,33714,118.10
2267,98724,79.26
2268,94584,104.22
2269,23616,49.35
2270,72465,102.91
2271,71379,122.72
2272,28118,113.46
2273,31139,151.63
2274,94881,96.75
2275,66996,101.25
2276,91987,133.44
2277,33644,136.47
2278,42152,96.15
2279,11540,79.37
2280,33174,131.62
2281,74404,53.07
2282,57976,83.68
2283,66218,82.91
2284,95900,94.56
2285,53571,149.59
2286,10355,47.85
2287,58473,73.96
2288,21292,123.63
2289,84810,94.45
2290,99262,155.06
2291,67387,89.34
2292,38844,101.82
2293,51012,97.23
2294,26770,75.87
2295,79425,145.87
2296,39249,54.39
2297,89416,95.85
2298,76918,130.62
2299,93448,85.63
2300,18395,134.63
2301,67204,65.59
2302,26259,87.92
2303,60746,96.14
2304,77949,97.58
2305,29798,25.50
2306,35772,113.37
2307,44785,108.64
2308,64267,116.92
2309,68720,84.19
2310,71585,106.37
2311,56604,69.37
2312,85964,141.16
2313,61203,113.82
2314,32722,126.77
2315,68290,89.15
2316,26222,60.89
2317,36306,37.02
2318,91452,78.90
2319,49682,125.98
2320,58306,45.93
2321,23748,127.38
2322,21772,139.29
2323,65940,68.92
2324,24769,100.39
2325,40337,127.96
2326,82429,41.86
2327,99967,165.08
2328,84782,61.44
2329,84847,169.89
2330,82485,39.13
2331,95547,141.78
2332,34188,100.70
2333,38799,139.60
2334,66835,111.97
2335,18911,66.13
2336,56664,69.65
2337,50120,68.14
2338,43300,80.34
2339,56299,123.62
2340,44074,127.56
2341,71934,154.46
2342,34732,75.17
2343,46495,108.05
2344,71011,100.03
2345,62298,48.03
2346,49548,26.72
2347,41138,146.55
2348,57283,79.16
2349,85133,127.32
2350,15087,70.54
2351,95437,46.34
2352,32159,131.45
2353,76467,71.18
2354,91694,63.26
2355,94325,76.86
2356,31523,117.72
2357,28669,146.67
2358,84473,109.31
2359,81656,157.63
2360,55791,84.31
2361,23556,127.36
2362,33681,156.58
2363,66455,93.63
2364,86533,127.65
2365,32818,177.82
2366,47742,72.54
2367,16489,147.50
2368,49712,121.15
2369,36925,172.35
2370,17854,57.89
2371,27521,49.36
2372,87969,119.26
2373,31884,111.65
2374,10226,149.67
2375,60510,125.78
2376,54984,54.43
2377,47269,163.35
2378,45573,43.52
2379,63251,161.70
2380,60293,86.38
2381,10369,90.43
2382,96060,55.72
2383,80620,78.60
2384,44471,95.94
2385,80312,127.00
2386,58268,97.03
2387,86686,66.37
2388,33878,92.36
2389,96062,110.31
2390,19972,124.50
2391,84278,130.61
2392,48875,59.94
2393,66186,179.42
2394,99173,133.39
2395,28255,142.16
2396,72933,132.68
2397,81141,151.00
2398,65078,127.34
2399,60407,67.87
2400,76630,151.54
2401,45250,79.00
2402,47719,49.73
2403,47286,78.01
2404,40217,125.36
2405,46320,172.59
2406,37973,169.61
2407,49118,75.71
2408,36339,136.65
2409,15445,182.40
2410,54358,71.26
2411,28826,104.43
2412,29316,155.88
2413,69594,108.78
2414,59387,46.91
2415,85330,46.30
2416,72873,141.25
2417,33512,101.82
2418,73657,85.76
2419,68817,119.08
2420,39177,133.11
2421,83497,121.00
2422,34515,27.00
2423,58313,81.79
2424,24872,60.53
2425,77327,128.44
2426,99799,127.50
2427,64836,72.47
2428,51201,63.22
2429,73313,81.04
2430,97530,101.14
2431,28520,110.93
2432,28063,124.13
2433,43574,30.69
2434,17317,146.78
2435,83519,122.89
2436,36239,109.57
2437,47554,54.83
2438,90977,51.65
2439,36109,106.51
2440,14721,184.48
2441,54722,94.93
2442,94103,146.67
2443,13942,70.01
2444,38665,107.24
2445,97497,148.12
2446,72189,51.58
2447,28877,112.28
2448,59826,114.46
2449,97274,181.71
2450,28937,58.97
2451,52749,144.74
2452,31005,147.96
2453,97058,83.55
2454,65564,59.40
2455,33099,44.52
2456,64287,45.67
2457,11605,63.53
2458,53448,58.40
2459,66745,75.59
2460,37823,47.00
2461,87836,130.47
2462,53474,56.82
2463,31082,189.48
2464,55979,21.63
2465,62954,157.35
2466,94758,91.08
2467,27694,114.65
2468,64636,150.83
2469,31669,77.43
2470,19651,35.88
2471,31899,90.05
2472,45637,109.97
2473,45686,125.45
2474,84384,186.57
2475,68078,122.51
2476,56248,77.18
2477,29133,78.94
2478,63828,181.13
2479,63166,155.50
2480,60874,164.11
2481,71598,43.45
2482,22585,97.97
2483,74313,103.65
2484,35640,156.29
2485,97361,85.60
2486,37331,131.18
2487,67296,81.10
2488,49341,114.38
2489,83269,75.09
2490,29046,71.41
2491,23893,113.64
2492,78121,110.68
2493,41317,110.10
2494,44975,154.32
2495,86779,130.48
2496,18321,89.16
2497,40353,127.36
2498,81451,67.72
2499,69827,106.59
2500,36660,127.02
2501,90109,107.34
2502,24197,125.82
2503,53435,44.09
2504,29649,131.27
2505,34322,189.69
2506,83001,114.28
2507,12336,82.31
2508,40529,79.52
2509,76435,72.19
2510,26880,33.01
2511,52682,138.94
2512,61492,130.25
2513,64215,58.09
2514,43259,148.71
2515,21839,134.93
2516,33006,148.34
2517,73548,84.61
2518,72385,128.97
2519,99700,132.01
2520,95089,99.49
2521,27817,82.23
2522,10336,24.80
2523,85393,160.50
2524,97674,103.84
2525,40481,70.80
2526,73397,167.92
2527,62273,36.81
2528,42079,137.95
2529,55186,69.21
2530,28392,53.65
2531,34474,51.87
2532,19190,120.17
2533,86229,84.66
2534,92885,147.10
2535,12324,129.56
2536,59311,113.66
2537,48762,34.13
2538,38129,109.98
2539,22140,91.30
2540,28457,92.18
2541,49355,177.86
2542,70777,58.52
2543,47239,56.32
2544,92739,87.55
2545,33762,128.40
2546,51135,179.77
2547,70122,196.20
2548,61344,119.94
2549,85079,64.23
2550,85986,115.49
2551,69675,135.51
2552,24320,62.12
2553,96223,144.76
2554,78117,25.55
2555,60264,165.02
2556,53617,122.77
2557,27838,133.40
2558,94768,142.66
2559,97566,123.42
2560,28942,111.02
2561,43483,57.25
2562,92142,132.03
2563,51368,121.81
2564,64985,108.40
2565,20021,89.03
2566,83064,108.98
2567,18152,51.04
2568,74385,129.62
2569,53760,121.32
2570,24488,138.09
2571,50843,48.87
2572,28284,73.53
2573,45365,167.86
2574,45361,45.34
2575,48264,160.27
2576,14914,94.20
2577,69063,51.76
2578,48576,86.80
2579,78483,132.78
2580,51397,142.14
2581,93776,72.50
2582,57963,99.90
2583,47064,31.05
2584,32680,60.19
2585,42327,43.98
2586,47017,91.10
2587,50225,66.37
2588,62052,83.40
2589,88754,125.59
2590,84432,57.11
2591,62320,123.36
2592,12486,17.01
2593,50084,107.07
2594,36728,178.05
2595,96648,167.57
2596,13820,136.35
2597,49979,158.11
2598,76285,59.41
2599,88750,82.85
2600,48527,89.66
2601,44175,28.39
2602,83788,151.69
2603,66604,42.05
2604,86567,36.50
2605,63921,129.89
2606,38237,44.61
2607,74197,103.68
2608,53492,123.12
2609,70874,160.70
2610,15782,55.35
2611,54894,177.16
2612,15845,107.59
2613,42831,152.19
2614,85413,193.46
2615,61705,113.45
2616,90777,134.99
2617,29590,141.51
2618,88315,132.81
2619,58548,98.47
2620,47065,124.91
2621,38796,96.43
2622,23280,173.85
2623,51935,154.05
2624,15193,138.46
2625,53478,74.38
2626,76612,113.93
2627,17702,112.82
2628,44443,112.06
2629,66558,92.86
2630,40662,118.90
2631,42048,110.61
2632,82574,134.61
2633,65782,48.14
2634,52415,117.00
2635,25592,74.22
2636,10938,134.60
2637,57098,152.41
2638,76079,127.37
2639,55525,146.30
2640,12644,94.40
2641,89205,87.76
2642,33037,98.61
2643,54531,161.35
2644,84762,125.49
2645,20544,31.19
2646,10466,48.87
2647,27035,107.28
2648,55330,121.87
2649,62979,39.39
2650,62981,110.23
2651,93273,51.94
2652,64440,114.16
2653,66553,112.02
2654,37437,111.22
2655,10927,116.20
2656,50729,163.26
2657,14284,134.73
2658,95031,143.10
2659,79514,22.03
2660,48589,155.83
2661,40463,66.27
2662,90465,130.01
2663,62247,124.95
2664,27258,33.39
2665,99878,123.45
2666,43987,29.98
2667,57910,128.24
2668,95611,146.79
2669,27277,120.34
2670,82186,145.03
2671,38941,90.90
2672,39638,89.13
2673,95708,126.58
2674,39797,28.10
2675,25207,58.23
2676,89759,110.02
2677,43596,94.55
2678,21096,91.27
2679,75507,179.43
2680,21943,71.73
2681,65527,41.04
2682,11233,85.40
2683,71235,92.05
2684,68284,71.32
2685,35516,47.67
2686,62698,168.90
2687,98417,43.73
2688,13512,161.97
2689,25075,80.47
2690,41931,67.00
2691,30079,91.41
2692,42413,70.61
2693,26156,138.60
2694,23538,110.35
2695,59166,66.68
2696,13809,85.11
2697,42723,135.09
2698,33382,139.83
2699,39265,97.83
2700,20448,73.94
2701,40531,147.60
2702,24766,175.82
2703,50756,94.55
2704,75337,90.03
2705,11593,143.91
2706,54874,170.88
2707,35395,72.22
2708,64209,53.38
2709,39931,78.82
2710,91157,98.76
2711,81383,87.25
2712,50029,46.82
2713,58154,142.09
2714,57503,60.72
2715,51317,103.06
2716,72791,133.47
2717,97828,99.83
2718,40191,60.07
2719,97829,128.24
2720,30611,65.03
2721,90619,144.64
2722,58980,91.99
2723,51595,186.53
2724,21916,148.11
2725,46842,52.68
2726,18103,59.90
2727,14117,54.83
2728,95527,137.17
2729,13869,34.49
2730,49125,89.41
2731,56561,105.66
2732,87125,97.89
2733,73970,112.54
2734,76941,113.83
2735,36820,116.62
2736,42397,156.73
2737,94605,126.08
2738,18869,135.67
2739,91045,152.41
2740,66527,108.68
2741,97051,30.08
2742,32716,46.65
2743,69646,32.98
2744,75575,51.70
2745,56050,136.74
2746,84602,81.17
2747,47774,93.60
2748,37388,103.48
2749,82127,131.09
2750,69444,172.22
2751,17450,171.75
2752,15812,114.69
2753,97183,54.91
2754,44006,156.03
2755,20330,112.39
2756,41396,23.67
2757,94757,82.76
2758,84041,111.14
2759,11931,146.17
2760,76084,109.18
2761,42988,98.56
2762,74758,151.44
2763,65210,117.00
2764,68740,136.79
2765,79567,23.18
2766,60986,174.77
2767,77469,134.40
2768,98339,90.04
2769,33971,49.44
2770,17825,123.12
2771,66635,156.21
2772,18881,116.57
2773,31419,79.75
2774,62899,163.84
2775,87839,140.89
2776,82476,172.67
2777,98175,123.01
2778,35302,121.99
2779,66573,64.39
2780,65850,75.61
2781,64906,64.36
2782,38163,76.23
2783,73818,149.87
2784,61614,96.90
2785,73732,183.88
2786,31720,130.83
2787,49583,91.42
2788,13406,96.71
2789,12539,108.16
2790,54591,92.21
2791,70785,141.77
2792,30145,95.08
2793,24911,124.27
2794,39533,92.41
2795,14635,67.44
2796,35991,169.62
2797,45234,185.11
2798,90927,152.68
2799,28261,16.98
2800,85184,136.85
2801,99857,166.05
2802,66281,104.74
2803,85891,148.56
2804,39404,56.94
2805,91951,70.63
2806,65037,90.89
2807,33158,93.79
2808,94489,29.01
2809,16386,122.32
2810,87937,82.86
2811,63544,63.21
2812,99017,40.39
2813,42230,87.58
2814,58252,120.68
2815,34874,71.37
2816,94042,158.14
2817,47584,151.80
2818,40676,39.96
2819,47694,38.09
2820,17814,97.38
2821,10453,36.81
2822,59595,58.05
2823,91701,92.44
2824,44813,117.81
2825,13311,51.59
2826,21263,130.11
2827,40859,141.95
2828,86396,96.57
2829,31471,36.01
2830,63825,131.91
2831,13542,126.00
2832,53390,113.70
2833,86159,49.10
2834,29516,122.31
2835,96009,80.23
2836,57148,104.75
2837,35589,163.14
2838,97981,57.69
2839,25583,49.47
2840,94413,97.62
2841,25069,134.48
2842,24364,53.82
2843,83691,92.67
2844,79679,126.45
2845,79991,107.65
2846,36636,130.71
2847,85773,183.62
2848,60816,86.03
2849,78595,150.38
2850,66828,101.62
2851,47889,120.46
2852,57678,108.51
2853,48795,158.29
2854,18855,172.60
2855,82372,153.99
2856,83641,100.64
2857,94632,81.55
2858,88910,122.93
2859,65939,104.82
2860,35438,96.73
2861,28739,158.13
2862,84460,93.04
2863,98275,113.60
2864,43845,171.23
2865,69978,79.19
2866,51098,46.73
2867,82121,101.31
2868,14939,52.13
2869,22670,68.07
2870,28692,56.78
2871,51694,57.46
2872,15643,50.98
2873,45602,128.78
2874,34115,108.40
2875,91593,108.19
2876,18238,110.76
2877,99527,142.81
2878,17447,92.77
2879,12902,158.51
2880,94375,162.00
2881,83319,98.02
2882,37323,127.72
2883,90624,99.96
2884,87821,78.21
2885,45354,138.05
2886,74995,120.07
2887,11423,46.62
2888,36874,44.36
2889,17230,108.48
2890,45903,91.66
2891,37975,174.04
2892,63570,158.23
2893,76979,101.07
2894,86503,181.45
